"Country","Year","Oil","OilPCT","Coal","CoalPCT","Gas","GasPCT","Nuclear","NuclearPCT","Hydro","HydroPCT","Renewables","RenewablesPCT","Total","TotalPCT"
"Czech Republic",1968,5.42,13.0652781795391,35.259,84.9942146369685,0.473,1.14019863079742,0,0,0.332,0.800308552695015,0,0,41.484,100
"Czech Republic",1969,5.819,13.4279450790354,36.647,84.566747432791,0.598,1.37994692511826,0,0,0.271,0.625360563055267,0,0,43.335,100
"Czech Republic",1970,6.984,15.4403961796958,37.1,82.0215776441457,0.761,1.68243721259285,0,0,0.387,0.855588963565617,0,0,45.232,100
"Czech Republic",1971,7.685,16.1901952935724,38.653,81.4313101733836,0.863,1.81810520993532,0,0,0.266,0.560389323108686,0,0,47.467,100
"Czech Republic",1972,8.419,17.6269837946485,38.102,79.7747163016624,0.957,2.00368493781667,0,0,0.284,0.594614965872451,0,0,47.762,100
"Czech Republic",1973,9.47,19.7152017321064,37.283,77.6179372944165,1.036,2.15680559603614,0,0,0.245,0.510055377440979,0,0,48.034,100
"Czech Republic",1974,9.719,20.0317407972299,37.145,76.5592151366503,1.262,2.60109650026794,0,0,0.392,0.807947565851849,0,0,48.518,100
"Czech Republic",1975,10.725,21.2582505797705,37.938,75.1977165963014,1.377,2.72938098352857,0,0,0.411,0.814651840399595,0,0,50.451,100
"Czech Republic",1976,11.336,21.8230821060737,38.678,74.4595244970642,1.605,3.08980652613341,0,0,0.326,0.627586870728655,0,0,51.945,100
"Czech Republic",1977,11.852,22.0133729569094,39.514,73.3915304606241,2.029,3.768573551263,0,0,0.445,0.826523031203566,0,0,53.84,100
"Czech Republic",1978,12.261,22.4449448075128,39.668,72.6161055888114,2.285,4.1829132114156,0,0,0.413,0.756036392260238,0,0,54.627,100
"Czech Republic",1979,12.461,22.553029754579,39.68,71.816404836024,2.593,4.69304278578151,0,0,0.518,0.937522623615435,0,0,55.252,100
"Czech Republic",1980,11.6,21.5217350971261,38.451,71.3389858809996,3.306,6.13369450268094,0,0,0.542,1.00558451919331,0,0,53.899,100
"Czech Republic",1981,11.431,21.4396909053398,38.295,71.8251214434421,3.125,5.86116998330739,0,0,0.466,0.874017667910798,0,0,53.317,100
"Czech Republic",1982,10.427,19.8054969893821,38.592,73.3033221266169,3.249,6.17129181149923,0,0,0.379,0.719889072501757,0,0,52.647,100
"Czech Republic",1983,10.207,19.5240918915817,38.375,73.4042349700645,3.323,6.35628072457392,0,0,0.374,0.715392413779912,0,0,52.279,100
"Czech Republic",1984,10.818,20.0559891729546,39.098,72.4855855688834,3.728,6.91151115148594,0,0,0.295,0.54691410667606,0,0,53.939,100
"Czech Republic",1985,10.623,19.8553325109342,38.249,71.4907853912003,3.709,6.93245112332249,0.542,1.01304624126201,0.379,0.708384733280999,0,0,53.502,100
"Czech Republic",1986,10.178,18.8063562453806,38.076,70.3547671840355,4.051,7.48521803399852,1.391,2.57021433850702,0.424,0.783444198078344,0,0,54.12,100
"Czech Republic",1987,10.27,18.5831900841401,37.633,68.0955396724871,4.382,7.9290690310323,2.422,4.38252058264725,0.558,1.0096806296933,0,0,55.265,100
